पुरातन,,पुरातन,
मीठगीत,,मीठगीत,
सर्वप्रमुख,,सर्वप्रमुख,
हाइड्रोकार्बन,,हाइड्रोकार्बन,
अवधाता,,अवधाता,
उप्सर्ग,,उप्सर्ग,
मिद्दान,,मिद्दान,
रसदारु,,रसदारु,
एकतरफा,,एकतरफ,ा
गुच्छ,,गुच्छ,
कठोरीकरण,,कठोरीकरण,
पहुँचाकर,,पहुँचाकर,
मिंक,,मिंक,
धज्जियाँ,,धज्जी,ियाँ
अकेशिया,,अकेशिया,
लेटअना,,लेटअना,
सत्कारिणी,,सत्कारिणी,
भेजती,,भेज,ती
दिमाग,,दिमाग,
सम्पन्नीकरण,,सम्पन्नीकरण,
क्षमताओं,,क्षमता,ओं
हिंडोला,,हिंडोला,
पदसंहति,,पदसंहति,
बेकायदा,,बेकायदा,
वंचि‍त,,वंचि‍त,
सोमविता,,सोमविता,
पक्व,,पक्व,
अभीत,,अभीत,
परिष्कार,,परिष्कार,
रजनीगंधा,,रजनीगंधा,
फीरोजा,,फीरोज,ा
ईराक़,,ईराक़,
जीविन,,जीविन,
असूचनात्मक,,असूचनात्मक,
पैठाई,,पैठाई,
बीचों,,बीच,ों
न्यारे,,न्यारा,े
बरतुलमाई,,बरतुलमाई,
सांकल,,सांकल,
अनुत्तेजनापूर्ण,,अनुत्तेजनापूर्ण,
बीयर,,बीयर,
कैपिलर,,कैपिलर,
तोब,,तोब,
चौदस,,चौदस,
बँध,,बँध,
योजक,,योजक,
धूपचश्मा,,धूपचश्मा,
उंडेल,,उंडेल,
फ़ैलोसअ,,फ़ैलोसअ,
इंद्रियगोचर,,इंद्रियगोचर,
आबादीई,,आबादी,ई
अंकवाई,,अंकवाई,
बड़सहज,,बड़सहज,
अधिपत्रित,,अधिपत्रित,
वनप्रांतर,,वनप्रांतर,
प्राणायाम,,प्राणायाम,
लहज़,,लहज़,
बालू,,बालू,
छिपी,,छिप,ी
मूलतत्तव,,मूलतत्तव,
अतिरंजन,,अतिरंजन,
भुईंडोल,,भुईंडोल,
देखी,,देख,ी
आाज्ञा,,आाज्ञा,
खनकाना,,खनकाना,
मांग,,मांग,
एन्ड,,एन्ड,
एके,,एके,
चिंघाड़ा,,चिंघाड़ा,
छद्मरूपण,,छद्मरूपण,
आस,,आस,
रजनीश,,रजनी,श
हूरै,,हूर,ै
प्रतिवक्ता,,प्रतिवक्ता,
उन्हे,,उन्हे,
सकेंगे,,सकें,गे
पूर्वप्रदत्त,,पूर्वप्रदत्त,
वर्गिकरण,,वर्गिकरण,
चलद्रवीय,,चलद्रव,ीय
विज्ञानी,,विज्ञान,ी
परंतु,,परंतु,
घनी,,घनी,
ऐडरमिन,,ऐडरमिन,
एबिर,,एबिर,
अटेरन,,अटेरन,
इस्टर,,इस्टर,
अर्द्धभूमंडल,,अर्द्धभूमंडल,
कुरेदना,,कुरेद,ना
दिवार,,दिवार,
रोग़न,,रोग़न,
बहुवचन,,बहुवचन,
टेस्टामेंट,,टेस्टामेंट,
योसिय्याह,,योसिय्याह,
पिरगमुन,,पिरगमुन,
पेशाव,,पेशाव,
रानियां,,रानी,ियां
बिनाई,,बिनाई,
मुर्तियों,,मुर्ति,यों
सावधान,,सावधान,
टिकाऊ,,टिक,ाऊ
विकेंद्रित,,विकेंद्रित,
हिमखण्ड़,,हिमखण्ड़,
शहरीकृत,,शहरीकृत,
प्रतिकुल,,प्रतिकुल,
मांसाहारी,,मांसाहार,ी
ललक,,ललक,
अन्धेरी,,अन्धेर,ी
बेनाम,,बेनाम,
वनस्‍पति,,वनस्‍पति,
फिसलने,,फिसल,ने
रेघारियां,,रेघारि,यां
न्यायपालिका,,न्यायपालिका,
भौतिकता,,भौतिक,ता
रूपांतरणीयता,,रूपांतरण,ीयता
प्रविष्ट,,प्रविष्ट,
किस्तों,,किस्त,ों
दन्ड,,दन्ड,
हार्मोनल,,हार्मोनल,
शायर,,शायर,
शरम,,शरम,
प्रश्नोत्तरी,,प्रश्नोत्तर,ी
सनातन,,सनातन,
नीतियों,,नीति,यों
शॉट,,शॉट,
रेकेम,,रेकेम,
अक्खड़तापूर्ण,,अक्खड़तापूर्ण,
निगम,,निगम,
ववर्ण,,ववर्ण,
गद्दीदर,,गद्दीदर,
निश्चित्तम,,निश्चित्त,म
आक्रामक,,आक्रामक,
सार्वभौमवाद,,सार्वभौमवाद,
आभासअ,,आभास,अ
अवैध्,,अवैध्,
पकाने,,पका,ने
सुधारवाद,,सुधारवाद,
सान्ध्य,,सान्ध्य,
विराज,,विराज,
ज़िथर्न,,ज़िथर्न,
अदायगी,,अदा,यगी
उतारते,,उतार,ते
ग्राफ,,ग्राफ,
उठाये,,उठ,ाये
दिवंगत,,दिवंगत,
नवसृजन,,नवसृजन,
कठपुतली,,कठपुतली,
दीपावली,,दीपावली,
जनतंत्र,,जनतंत्र,
विशवासघात,,विशवासघात,
भारोत्तोलक,,भारोत्तोलक,
उखाड़कर,,उखाड़कर,
दाढ़,,दाढ़,
शाकनाशी,,शाकनाशी,
सँभाला,,सँभाल,ा
कीमतों,,कीमत,ों
इन्ही,,इन्ही,
मुआवज़ा,,मुआवज़ा,
भूनी,,भून,ी
काशी,,काश,ी
वापसना,,वापस,ना
तारारहित,,तारारहित,
एल्याशीव,,एल्याशीव,
संग्रामसेनानी,,संग्रामसेनानी,
सट,,सट,
